,product_name,price,url,product_rating
12,"TOSHIBA EM925A5A-SS 台面微波炉,0.9 立方英尺,带 10.6 英寸可拆卸转盘,900 瓦,6 个自动菜单,静音功能和生态模式,儿童锁,LED 照明,不锈钢",US$104.99,/-/zh/dp/B076V72BZ6/ref=sr_1_13?keywords=microwave&qid=1682675051&sr=8-13,4.5 颗星，最多 5 颗星
13,"TOSHIBA ML-EM45PIT(SS)台面微波炉,采用变频技术,厨房必备品,智能传感器,自动除霜,1.6 立方英尺,13.5 英寸可拆卸转盘,33 磅 & 1350 瓦,不锈钢 el el",US$167.53,/-/zh/dp/B085G2T7NS/ref=sr_1_14?keywords=microwave&qid=1682675051&sr=8-14,4.3 颗星，最多 5 颗星
14,"商业厨师台面微波炉,0.6 立方英尺,黑色",US$74.97,/-/zh/dp/B00BGTO1WC/ref=sr_1_15?keywords=microwave&qid=1682675051&sr=8-15,4.5 颗星，最多 5 颗星
15,"Emerson 0.7 CU.FT. 700 瓦,触摸控制,黑色微波炉,MW7302B",US$72.68,/-/zh/dp/B000M9EFNM/ref=sr_1_16?keywords=microwave&qid=1682675051&sr=8-16,4.4 颗星，最多 5 颗星
16,"GLUCK 空气炸锅,10 合 1 20 夸脱(约 10.2 升)空气炸锅烤面包机,带可视烹饪窗,大型空气炸锅烤面包机组合,带食谱和 13 个配件,ETL 认证",US$129.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A10014753FTGODPAQVREX&qualifier=1682675051&id=3865293436538332&widgetName=sp_mtf&url=%2Fdp%2FB0BGBMW9G5%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dmicrowave%26qid%3D1682675051%26sr%3D8-17-spons%26psc%3D1,4.7 颗星，最多 5 颗星
17,"Farberware 经典微波炉,0.7 立方英尺,700 瓦,带儿童锁,拉丝不锈钢",US$89.99,/-/zh/dp/B07VS476X8/ref=sr_1_18?keywords=microwave&qid=1682675051&sr=8-18,4.4 颗星，最多 5 颗星
18,"GE 智能台面微波炉 | 配有扫描烹饪技术和 WIFI 连接 | 0.9 立方英尺容量,900 瓦 | 智能家居和厨房必备品 | 不锈钢",US$134.99,/-/zh/dp/B07D4821JB/ref=sr_1_19?keywords=microwave&qid=1682675051&sr=8-19,4.3 颗星，最多 5 颗星
19,"BLACK+DECKER EM031MB1 数字微波炉带转盘按钮门,儿童安全锁,1000W,1.1cu.ft,黑色和不锈钢,1.1立方英尺",US$134.99,/-/zh/dp/B07HG9Y3VL/ref=sr_1_20?keywords=microwave&qid=1682675051&sr=8-20,4.4 颗星，最多 5 颗星
20,"GE 台面微波炉 | 0.7 立方英尺容量,700 瓦 | 台面或宿舍房间的厨房必备品 | 不锈钢",US$94.99,/-/zh/dp/B010RX8GVY/ref=sr_1_21?keywords=microwave&qid=1682675051&sr=8-21,4.2 颗星，最多 5 颗星
21,"COMFEE' EM720CPL-PMB 台面微波炉,带声音开/关,生态模式和简单的一键式按钮,0.7cu.ft,700W,黑色",US$81.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A07894401M33OJM92DCEZ&qualifier=1682675051&id=3865293436538332&widgetName=sp_btf&url=%2Fdp%2FB07GV36BLD%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmicrowave%26qid%3D1682675051%26sr%3D8-22-spons%26psc%3D1,4.4 颗星，最多 5 颗星
