,product_name,price,url,product_rating
17,MAGCOMSEN 男式 Polo 衫快干性能长袖和短袖战术衬衫珠地布针织高尔夫衬衫,US$24.98,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09042371C0KFHJ2T1KSA&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB07TC2G1L9%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-18-spons%26psc%3D1%26smid%3DA3U9RCE56GV0D0,4.4 颗星，最多 5 颗星
18,"Little Beauty Mens Short Sleeve Polo Shirt,Moisture-Wicking Breathable Golf Shirt Slim Fit Tennis Shirt",US$26.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02920341MHWKO8317PR6&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB0BWXY26X5%2Fref%3Dsr_1_19_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-19-spons%26psc%3D1,4.6 颗星，最多 5 颗星
19,KLIEGOU 男式 T 恤 - 优质棉质圆领 T 恤 S - 3XL,US$24.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06321741SG117HADRVNF&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB09WVDR67T%2Fref%3Dsr_1_20_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-20-spons%26psc%3D1,4.2 颗星，最多 5 颗星
20,Carhartt Women's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt,US$14.99,/-/zh/dp/B09KVHZKTD/ref=sr_1_21?keywords=T-shirts&qid=1682675267&sr=8-21,4.6 颗星，最多 5 颗星
21,"Hanes Originals 三重混纺女式轻质 T 恤,宽松型",US$10.00,/-/zh/dp/B0BN4QWM3Y/ref=sr_1_22?keywords=T-shirts&qid=1682675267&sr=8-22,4.1 颗星，最多 5 颗星
22,"Amazon Essentials Men's Slim-Fit Short-Sleeve Crewneck T-Shirt, Pack of 2",US$12.70,/-/zh/dp/B07756MBRS/ref=sr_1_23?keywords=T-shirts&qid=1682675267&sr=8-23,4.3 颗星，最多 5 颗星
23,"Fruit of the Loom 男式高级圆领 T 恤, 灰色（Ash）",US$10.99,/-/zh/dp/B014WC18KM/ref=sr_1_24?keywords=T-shirts&qid=1682675267&sr=8-24,4.4 颗星，最多 5 颗星
24,Dog Paw Love Heart 印花 T 恤女式短袖狗妈妈图案 T 恤上衣母亲节衬衫,US$16.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04993951P81Y8PCZ1D7T&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB083DRK9BV%2Fref%3Dsr_1_25_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-25-spons%26psc%3D1,4.6 颗星，最多 5 颗星
25,Danedvi 女式时尚 V 领半袖超大 T 恤纯色休闲宽松基本款上衣,US$22.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01970953JNMAQG60JBQM&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB091F44N8P%2Fref%3Dsr_1_26_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-26-spons%26psc%3D1%26smid%3DA3DYKY6QH2I5OP,3.7 颗星，最多 5 颗星
26,BAMBOO COOL 男式 T 恤纯色短袖 V 领 T 恤多件装竹纤维粘胶纤维 T 恤 男式,US$35.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0711912104C8VNI9RJUF&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB089QBC6PC%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-27-spons%26psc%3D1,4.6 颗星，最多 5 颗星
27,"Gildan 男式超棉 T 恤,款式 G2000",US$15.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09674283AP5DZZBEVF2B&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB076124BKM%2Fref%3Dsr_1_28_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-28-spons%26psc%3D1,4.5 颗星，最多 5 颗星
28,"Champion 男式 T 恤,圆领棉 T 恤,中等重量 T 恤,脚本(常规款或加大加长款), 黑色/黑色",US$18.75,/-/zh/dp/B078L9XPC2/ref=sr_1_29?keywords=T-shirts&qid=1682675267&sr=8-29,4.6 颗星，最多 5 颗星
29,"Gildan 男式超棉质长袖 T 恤,款式 G2400,2 件装",US$15.99,/-/zh/dp/B0768349VV/ref=sr_1_30?keywords=T-shirts&qid=1682675267&sr=8-30,4.5 颗星，最多 5 颗星
30,Hanes 男式 5170,N/A,/-/zh/dp/B014W14M6U/ref=sr_1_31?keywords=T-shirts&qid=1682675267&sr=8-31,4.3 颗星，最多 5 颗星
31,Hanes 男士图形复古卡利系列 T 恤,US$10.68,/-/zh/dp/B07CNJRF49/ref=sr_1_32?keywords=T-shirts&qid=1682675267&sr=8-32,4.6 颗星，最多 5 颗星
32,Remidoo 女式太阳和月亮扎染 T 恤圆领短袖上衣休闲趣味可爱少女 T 恤,US$22.99,/-/zh/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02366513NOJRCKZ3NC31&qualifier=1682675267&id=6551951048337861&widgetName=sp_mtf&url=%2Fdp%2FB09GYHCGH3%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DT-shirts%26qid%3D1682675267%26sr%3D8-33-spons%26psc%3D1,4.3 颗星，最多 5 颗星
33,Real Essentials 5 件装:男式干爽吸湿排汗运动性能圆领 T 恤,US$33.99,/-/zh/dp/B07DRMT92L/ref=sr_1_34?keywords=T-shirts&qid=1682675267&sr=8-34,4.2 颗星，最多 5 颗星
34,adidas 阿迪达斯 男式 2 Move Feelready T 恤,US$22.72,/-/zh/dp/B087BQCJLK/ref=sr_1_35?keywords=T-shirts&qid=1682675267&sr=8-35,4.5 颗星，最多 5 颗星
35,The Drop 女式 Courtney 短袖小圆领针织 T 恤,US$9.95,/-/zh/dp/B07QS5J2T1/ref=sr_1_36?keywords=T-shirts&qid=1682675267&sr=8-36,4.1 颗星，最多 5 颗星
36,"Hanes 女式完美 T 恤,女式圆领 T 恤,女式短袖棉 T 恤, “Multi”",US$9.00,/-/zh/dp/B00KRYLK8K/ref=sr_1_37?keywords=T-shirts&qid=1682675267&sr=8-37,4.2 颗星，最多 5 颗星
37,迪士尼米奇经典站立姿势 T 恤,US$11.98,/-/zh/dp/B07MKS9YYW/ref=sr_1_38?keywords=T-shirts&qid=1682675267&sr=8-38,4.7 颗星，最多 5 颗星
38,"Hanes 5 件装舒适柔软 T 恤 - 5280, 炭黑色",N/A,/-/zh/dp/B079VSVYCN/ref=sr_1_39?keywords=T-shirts&qid=1682675267&sr=8-39,4.3 颗星，最多 5 颗星
39,"Champion 男式经典中性款棉质 T 恤,男女皆宜,经典 T 恤(常规款或加大加长款)",US$14.99,/-/zh/dp/B01MYWGRYW/ref=sr_1_40?keywords=T-shirts&qid=1682675267&sr=8-40,4.5 颗星，最多 5 颗星
40,"Gildan Men's DryBlend T-Shirt, Style G8000, 2-Pack",US$14.49,/-/zh/dp/B07682XJM1/ref=sr_1_41?keywords=T-shirts&qid=1682675267&sr=8-41,4.5 颗星，最多 5 颗星
41,ETCYY 女式盖袖上衣 2023 时尚花卉印花夏季上衣宽松蕾丝 T 恤衬衫,US$23.74,/-/zh/dp/B0BRRZQZZ9/ref=sr_1_42?keywords=T-shirts&qid=1682675267&sr=8-42,4.1 颗星，最多 5 颗星
42,Under Armour 安德玛 男式 盒装运动风格短袖 T 恤,US$18.75,/-/zh/dp/B078964TSX/ref=sr_1_43?keywords=T-shirts&qid=1682675267&sr=8-43,4.7 颗星，最多 5 颗星
43,"Amazon Essentials 男式常规版型短袖 V 领 T 恤,2 件装",US$14.10,/-/zh/dp/B07YDXRR8G/ref=sr_1_44?keywords=T-shirts&qid=1682675267&sr=8-44,4.2 颗星，最多 5 颗星
44,"Amazon Essentials Men's Short-Sleeve Crewneck T-Shirt, Pack of 2",US$13.40,/-/zh/dp/B06XWLT3GS/ref=sr_1_45?keywords=T-shirts&qid=1682675267&sr=8-45,4.2 颗星，最多 5 颗星
45,"Hanes Men's Cotton, Moisture-Wicking Crew Tee Undershirts, Multi-Packs Available",US$18.98,/-/zh/dp/B00D1ARZMC/ref=sr_1_46?keywords=T-shirts&qid=1682675267&sr=8-46,4.5 颗星，最多 5 颗星
46,Hanes Women's Cooldri Short Sleeve Performance V-Neck T-Shirt (1 Pack),US$7.60,/-/zh/dp/B01ES47IJY/ref=sr_1_47?keywords=T-shirts&qid=1682675267&sr=8-47,4.1 颗星，最多 5 颗星
47,"Amazon Essentials Men's Crewneck Undershirt, Pack of 6",US$22.90,/-/zh/dp/B071GDV2B2/ref=sr_1_48?keywords=T-shirts&qid=1682675267&sr=8-48,4.4 颗星，最多 5 颗星
48,Kingsted 男式T恤套装 - 皇家舒适 - 柔软清新优质面料 - 精心制作的经典 T 恤,US$45.96,/-/zh/dp/B07NHW8Z3N/ref=sr_1_49?keywords=T-shirts&qid=1682675267&sr=8-49,4.4 颗星，最多 5 颗星
49,"Amazon Essentials 男式常规版型短袖圆领口袋 T 恤,2 件装",US$15.70,/-/zh/dp/B07YDYVPXV/ref=sr_1_50?keywords=T-shirts&qid=1682675267&sr=8-50,4.2 颗星，最多 5 颗星
50,Hanes 女式 Perfect-T 短袖 V 领 T 恤(1 或 2 件装),US$10.00,/-/zh/dp/B07MDDQN8B/ref=sr_1_51?keywords=T-shirts&qid=1682675267&sr=8-51,4.2 颗星，最多 5 颗星
51,Hanes 女式抽褶 V 领 T 恤,US$8.40,/-/zh/dp/B016YKKE32/ref=sr_1_52?keywords=T-shirts&qid=1682675267&sr=8-52,4.1 颗星，最多 5 颗星
52,Columbia 男士 Thistletown Hills 短袖,US$19.99,/-/zh/dp/B096DVHXDG/ref=sr_1_53?keywords=T-shirts&qid=1682675267&sr=8-53,4.6 颗星，最多 5 颗星
53,"Amazon Essentials Women's Classic-Fit Short-Sleeve Crewneck T-Shirt, Multipacks",US$19.00,/-/zh/dp/B0775MHKKN/ref=sr_1_54?keywords=T-shirts&qid=1682675267&sr=8-54,4.4 颗星，最多 5 颗星
54,"Russell Athletic 男式棉质性能短袖 T 恤, 黑色//白色",US$9.99,/-/zh/dp/B071DVQLT2/ref=sr_1_55?keywords=T-shirts&qid=1682675267&sr=8-55,4.4 颗星，最多 5 颗星
55,"Russell Athletic 男式棉质性能短袖 T 恤, 白色",US$11.12,/-/zh/dp/B07194G15J/ref=sr_1_56?keywords=T-shirts&qid=1682675267&sr=8-56,4.4 颗星，最多 5 颗星
56,INTO THE AM 男式 T 恤 - 短袖圆领柔软修身 T 恤 S - 4XL 清新经典 T 恤,US$22.95,/-/zh/dp/B08XV6K18Z/ref=sr_1_57?keywords=T-shirts&qid=1682675267&sr=8-57,4.4 颗星，最多 5 颗星
57,Gildan 男式 G2000 超棉成人 T 恤,N/A,/-/zh/dp/B014WC9XKY/ref=sr_1_58?keywords=T-shirts&qid=1682675267&sr=8-58,4.5 颗星，最多 5 颗星
58,"Amazon Essentials 女式 Tech 弹力短袖圆领 T 恤(提供加大码),多件装",US$22.80,/-/zh/dp/B07FFM1TM8/ref=sr_1_59?keywords=T-shirts&qid=1682675267&sr=8-59,4.4 颗星，最多 5 颗星
59,Carhartt 男式宽松款重量级短袖徽标图案 T 恤,US$16.97,/-/zh/dp/B06X1D4M1L/ref=sr_1_60?keywords=T-shirts&qid=1682675267&sr=8-60,4.6 颗星，最多 5 颗星
